question,answer,context,reference,document
Quais são os segmentos que compõem o Conselho do Câmpus Boituva do IFSP?,"O Conselho do Câmpus Boituva do IFSP é composto por três segmentos: Docente, Técnico Administrativo e Discente.","Art 1.º - ESTENDER o mandato dos conselheiros do Câmpus Boituva DESIGNADOS pela Portaria BTV.0111/2019, de 26 de setembro de 2019 e empossados em reunião realizada na quinta reunião ordinária, realizada em 10 de outubro de 2019. ... |SEGMENTO DOCENTE|TITULARES|SUPLENTES| |---|---|---| ... |SEGMENTO TÉCNICO ADMINISTRATIVO|TITULARES|SUPLENTES| ... |SEGMENTO DISCENTE|TITULARES|SUPLENTES|","Portaria BTV.0111/2019, de 26 de setembro de 2019, Art 1º e seguintes",boituva_portarias
Quais são os nomes dos servidores designados para o Núcleo Docente Estruturante do Curso de Engenharia de Produção do Câmpus Boituva?,"Felipe Ferreira de Lara, Andrea CrisGna Elias Ribeiro, Milton Augusto Barbosa, Henrique Kull Neto, Hilton Carlos de Miranda Mello, Israel Mendes de Souza, Natallie Zilio de Souza Teixeira, Paulo Roberto Isler e Roger Eduardo Silva Santos.","Art 1.º - DESIGNAR os servidores abaixo relacionados para, sob a presidência e coordenação do primeiro, constituírem o Núcleo Docente Estruturante do Curso de Engenharia de Produção do Câmpus Boituva: ...","PORTARIA BTV.0034/2019, DE 27 DE MARÇO DE 2019, Art 1º",boituva_portarias
Quem aprovou a atribuição de carga horária para o desenvolvimento do projeto institucional de extensão 'Projeto de Mulheres 2020'?,"O Diretor Geral do Câmpus Boituva do Instituto Federal de Educação, Ciência e Tecnologia de São Paulo.","O DIRETOR GERAL DO CÂMPUS BOITUVA DO INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO, no uso de suas atribuições legais delegadas pela Portaria nº 3.903, de 04 de novembro de 2015, RESOLVE:","PORTARIA BTV.0018/2020, DE 15 DE ABRIL DE 2020, Art 1º",boituva_portarias
Quem aprovou a readequação dos Calendários Acadêmicos para o ano de 2020 do Câmpus Boituva?,"O Diretor Geral do Câmpus Boituva, do Instituto Federal de Educação Ciência e Tecnologia de São Paulo.","O DIRETOR GERAL DO CÂMPUS BOITUVA, DO INSTITUTO FEDERAL DE EDUCAÇÃO CIÊNCIA E TECNOLOGIA DE SÃO PAULO, no uso de suas atribuições legais delegadas pela Portaria nº 3.903, de 04 de novembro de 2015, conforme aprovado na 1º Reunião Ordinária do Conselho de Câmpus, realizada no dia 23 de julho de 2020, RESOLVE:","PORTARIA BTV.0059/2020, DE 24 DE JULHO DE 2020, Art 1º",boituva_portarias
Quem é o servidor designado para substituir o Coordenador de Licitações e Contratos do Câmpus Boituva durante o período de férias?,"HELIO FALCI JUNIOR, ocupante do cargo de Auxiliar em Administração","DESIGNAR, o servidor HELIO FALCI JUNIOR, ocupante do cargo de Auxiliar em Administração, pertencente ao Quadro Permanente deste IFSP, para substituir o Coordenador de Licitações e Contratos (FG-01) do Câmpus Boituva, no período de 17/08/2020 a 04/09/2020, por motivo de férias.","PORTARIA BTV.0047/2020, DE 01 DE JULHO DE 2020, Art. 1º",boituva_portarias
Quem é o responsável pela Portaria BTV.0051/2020?,"O Diretor Geral em exercício do Câmpus Boituva do Instituto Federal de Educação, Ciência e Tecnologia de São Paulo","O DIRETOR GERAL EM EXERCÍCIO DO CÂMPUS BOITUVA, DO INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO, no uso de suas atribuições legais delegadas pela Portaria nº 3.903, de 04 de novembro de 2015, RESOLVE:","PORTARIA BTV.0051/2020, DE 06 DE JULHO DE 2020, Art 1º",boituva_portarias
Quem são os membros designados para compor a Comissão Eleitoral para Coordenação do Curso de Tecnologia em Análise e Desenvolvimento de Sistemas do Câmpus de Boituva?,"Os membros designados são Felipe Gobo Bruno, Técnico Administrativo, Felipe Alexandre Cardoso Pazinatto, Docente, e Marcos Roberto Vicente Siqueira, Discente.","Art 1º - DESIGNAR, os membros abaixo relacionados, sob a presidência do primeiro, para constituírem a Comissão Eleitoral para Coordenação do Curso de Tecnologia em Análise e Desenvolvimento de Sistemas do Câmpus de Boituva, referente a Resolução 042/2018 do CONSUP que dispõe sobre a aprovação do código eleitoral para eleição de Coordenação de Cursos, Felipe Gobo Bruno – Técnico Administrativo Felipe Alexandre Cardoso Pazinatto- Docente Marcos Roberto Vicente Siqueira- Discente","PORTARIA BTV.0061/2020, DE 29 DE JULHO DE 2020, Art 1º",boituva_portarias
"Quem é o responsável pela designação de servidoras para realizar a importação, revisão e adaptação de conteúdo para oferta de curso no Moodle no IFSP - Câmpus Boituva?",O Diretor-Geral do Câmpus Boituva do Instituto Federal de Educação Ciência e Tecnologia de São Paulo.,"O DIRETOR-GERAL DO CÂMPUS BOITUVA DO INSTITUTO FEDERAL DE EDUCAÇÃO CIÊNCIA E TECNOLOGIA DE SÃO PAULO, no uso de suas atribuições legais delegadas pela Portaria nº 3.903, de 04 de novembro de 2015, RESOLVE:","PORTARIA BTV.0049/2020, DE 02 DE JULHO DE 2020, Art 1.º",boituva_portarias
Quem é o presidente da Comissão Especial de Compras e Acompanhamento das Ações de Alimentação Escolar do Câmpus Boituva?,Rafael Augusto Rocha Maia,"Art 2º - DESIGNAR, os servidores abaixo relacionados, sob a presidência do primeiro, para comporem a Comissão Especial de Compras e Acompanhamento das Ações de Alimentação Escolar do Câmpus Boituva,... |NOME|PRONTUÁRIO| |---|---| |RAFAEL AUGUSTO ROCHA MAIA - PRESIDENTE|102507|...","PORTARIA BTV.0054/2020, DE 08 DE JULHO DE 2020, Art 2º",boituva_portarias
Quem substituiu a Coordenadora de Registros Acadêmicos do Câmpus Boituva do IFSP durante as férias?,"A servidora BIANCA MENDES SANTOS, ocupante do cargo de Assistente em Administração.","DESIGNAR, a servidora BIANCA MENDES SANTOS, ocupante do cargo de Assistente em Administração, pertencente ao Quadro Permanente deste IFSP, para substituir a Coordenadora de Registros Acadêmicos (FG-01) do Câmpus Boituva, no período de 16/07/2020 a 31/07/2020, por motivo de férias.","PORTARIA BTV.0053/2020, DE 07 DE JULHO DE 2020, Art. 1º",boituva_portarias
"Quem é o diretor geral do Câmpus Boituva do Instituto Federal de Educação, Ciência e Tecnologia de São Paulo?",Felipe Augusto Ferreira de Almeida,"O DIRETOR GERAL DO CÂMPUS BOITUVA, DO INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO, no uso de suas atribuições legais delegadas pela Portaria nº 3.903, de 04 de novembro de 2015, RESOLVE:","PORTARIA BTV.0058/2020, DE 23 DE JULHO DE 2020, Art 1.º",boituva_portarias
Quais são os veículos oficiais que os servidores do Câmpus Boituva do IFSP estão autorizados a conduzir?,"Os servidores do Câmpus Boituva do IFSP estão autorizados a conduzir os veículos oficiais Fiesta Sedan (Ford) de placa EEF 7597, Logan Classic (Renault) de placa FPO 9265 e Saveiro (Volkswagen) de placa FVM 8690.","Art 1º Autorizar os servidores do Câmpus Boituva, no interesse do serviço e no exercício de suas próprias atribuições, a conduzir os veículos oficiais abaixo relacionados, de transporte individual de passageiros, pertencentes à frota do IFSP – Câmpus Boituva, desde que possuidores da Carteira Nacional de Habilitação – CNH – válida e categoria compatível com o veículo a ser conduzido. |MODELO|MARCA|PLACA| |---|---|---| |Fiesta Sedan|Ford|EEF 7597| |Logan Classic|Renault|FPO 9265| |Saveiro|Volkswagen|FVM 8690|.","PORTARIA BTV.0046/2020, DE 01 DE JULHO DE 2020, Art. 1º",boituva_portarias
Quem são os membros designados para compor a Comissão Eleitoral para Coordenação do Curso Técnico em Redes de Computadores Integrado ao Ensino Médio do Câmpus Boituva?,"Os membros designados são Felipe Gobo Bruno, Mario Ferreira de Brito e Giovanna Vitória Bede.","Art 1º - DESIGNAR, os membros abaixo relacionados, sob a presidência do primeiro, para constituírem Comissão Eleitoral para Coordenação do Curso Técnico em Redes de Computadores Integrado ao Ensino Médio do Câmpus Boituva, referente a Resolução 042/2018 do CONSUP que dispõe sobre a aprovação do código eleitoral para eleição de Coordenação de Cursos, Felipe Gobo Bruno – Representante técnico administrativo Mario Ferreira de Brito – Representante docente Giovanna Vitória Bede – Representante discente","PORTARIA BTV.0057/2020, DE 23 DE JULHO DE 2020, Art 1º",boituva_portarias
Quem é o responsável pela designação dos servidores para compor a banca examinadora do processo seletivo simplificado de professor substituto?,O Diretor Geral do Câmpus Boituva do Instituto Federal de Educação Ciência e Tecnologia de São Paulo.,"O DIRETOR GERAL DO CÂMPUS BOITUVA, DO INSTITUTO FEDERAL DE EDUCAÇÃO CIÊNCIA E TECNOLOGIA DE SÃO PAULO, no uso de suas atribuições legais delegadas pela Portaria nº 3.903, de 04 de novembro de 2015, RESOLVE:","PORTARIA BTV.0055/2020, DE 08 DE JULHO DE 2020, Art. 1º",boituva_portarias
Quais são os membros da Comissão de Elaboração e Implementação do PPC do Curso Técnico em Logística do Câmpus Boituva?,"Os membros da Comissão são: JAIR MANOEL CASQUEL JR., FABIANNE ROBERTA DE ARAUJO, JULIANA CRISTINA BARBOSA CAZAÇA, JULIANA REGINA BASÍLIO, FLAVIO APARECIDO PONTES, TIAGO BRASIL DE AVILA, MARIO LUIZ FERRARI PIN, GIOJETY LICORINI DIAS, JULIANA SABINO FERREIRA e REGIANE MIRANDA DE ANDRADE.","Art 2.º - DESIGNAR, os servidores abaixo relacionados para, sob a coordenação do primeiro, compor a comissão supracitada,...","PORTARIA BTV.0060/2020, DE 24 DE JULHO DE 2020, Art 2º",boituva_portarias
Quem é o responsável pela Portaria BTV.0050/2020?,"O Diretor Geral do Câmpus Boituva, do Instituto Federal de Educação, Ciência e Tecnologia de São Paulo.","O DIRETOR GERAL DO CÂMPUS BOITUVA, DO INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO, no uso de suas atribuições legais delegadas pela Portaria nº 3.903, de 04 de novembro de 2015, e no que diz a Portaria Nº 2252, de 17 de julho de 2020, RESOLVE:","PORTARIA BTV.0050/2020, DE 06 DE JULHO DE 2020, Art 1º",boituva_portarias
Quem é o responsável pela designação da servidora MARIANGELA ALVES DIAS para substituir o Coordenador de Pesquisa e Inovação no Câmpus Boituva?,O DIRETOR GERAL DO CÂMPUS BOITUVA,"O DIRETOR GERAL DO CÂMPUS BOITUVA, DO INSTITUTO FEDERAL DE EDUCAÇÃO CIÊNCIA E TECNOLOGIA DE SÃO PAULO, no uso de suas atribuições legais delegadas pela Portaria nº 3.903, de 04 de novembro de 2015, e o que consta no protocolo nº 23431.000663.2020-10, RESOLVE: DESIGNAR, a servidora MARIANGELA ALVES DIAS...","PORTARIA BTV.0048/2020, DE 01 DE JULHO DE 2020, Art. 1º",boituva_portarias
Quais são as atribuições da Comissão de Cursos de Extensão do Câmpus Boituva?,As atribuições da Comissão de Cursos de Extensão do Câmpus Boituva são as dispostas no artigo 21 do Regulamento das Ações de Extensão do IFSP.,"Art 3º - A Comissão de Cursos de Extensão do Câmpus Boituva terá como atribuições, o disposto no artigo 21 do Regulamento das Ações de Extensão do IFSP.","PORTARIA BTV.0124/2019, DE 21 DE OUTUBRO DE 2019, Art 3º",boituva_portarias
Quem é o responsável pela designação dos membros da Comissão da Nona Semana Nacional de Ciência e Tecnologia do Câmpus Boituva?,"O Diretor Geral do Câmpus Boituva do Instituto Federal de Educação, Ciência e Tecnologia de São Paulo.","O DIRETOR GERAL DO CÂMPUS BOITUVA, DO INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO, no uso de suas atribuições legais delegadas pela Portaria nº 3.903, de 04 de novembro de 2015, RESOLVE:","PORTARIA BTV.0056/2020, DE 08 DE AGOSTO DE 2020, Art 1.º",boituva_portarias
"Quem é o servidor designado como representante do escritório local das RedesFito no APL Boituva Ipanema, no Campus Boituva?",Flavio Aparecido Pontes,"Art 10 - DESIGNAR, servidor Flavio Aparecido Pontes, representante do escritorio local das RedesFito no APL Boituva Ipanema, no Campus Boituva.","PORTARIA BTV.0026/2018, DE 21 DE MARCO DE 2018, Art 10",boituva_portarias
Quem é o responsável pela organização das reuniões da Comissão de Elaboração e Implementação do PPC do Curso Superior de Tecnologia em Análise Desenvolvimento de Sistemas (TADS) do Campus Boituva?,O Coordenador da Comissão,"Art 3.9 - Todas as reuniões ficarão a cargo do Coordenador da Comissão, organizar as reuniões, fazendo as convocações previamente por e-mail com data, horário e sala.","PORTARIA BTV.0029/2018, DE 23 DE MARCO DE 2018, Art 3.9",boituva_portarias
Quem são os servidores designados para compor o Colegiado do Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas do Campus Boituva?,"Silvana Mendes e Sara Ferreira Alves Castro como titulares, e Ruthe Sales Carneiro como suplente.","Art 1 - ALTERAR EM PARTES, a portaria BTV.0101/2017, de 18 de outubro de 2017, que designa servidores para compor Colegiado do Curso Superior de Tecnologia em Analise Desenvolvimento de Sistemas do Campus Boituva, conforme abaixo:. |TITULAR|SUPLENTE| |---|---| |Silvana Mendes|Ruthe Sales Carneiro| |Prontuario: 22404-2|Prontuario: 21134-5|. Leia-se:. |TITULAR|SUPLENTE| |---|---| |Sara Ferreira Alves Castro|Ruthe Sales Carneiro| |Prontuario: 22978-7|Prontuario: 21134-5|.","Portaria BTV.0025/2018, de 21 de março de 2018, Art. 1",boituva_portarias
Quem é o responsável pela Portaria BTV.0014/2018?,"O Diretor-Geral do Campus Boituva do Instituto Federal de Educação, Ciência e Tecnologia de São Paulo","O DIRETOR-GERAL DO CAMPUS BOITUVA, DO INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DE SAO PAULO, no USO de suas atribuicoes legais delegadas pela Portaria nº 3.903, de 04 de novembro de 2015, RESOLVE:","Portaria BTV.0014/2018, de 02 de março de 2018, Art. 1º",boituva_portarias
"Quem revogou a Portaria BTV.0129/2017, de 15 de dezembro de 2017?",O DIRETOR-GERAL DO CAMPUS BOITUVA DO INSTITUTO FEDERAL DE SAO PAULO,"O DIRETOR-GERAL DO CAMPUS BOITUVA DO INSTITUTO FEDERAL DE SAO PAULO, no Uso de suas atribuicoes legais delegadas pela Portaria nº 3.903, de 04 de novembro de 2015 RESOLVE: sobre REVOGAR apuracao da portaria BTV.0129/2017, de 15 de dezembro de 2017","Portaria BTV.0129/2017, de 15 de dezembro de 2017, Art. 1º",boituva_portarias
Quais são as atribuições da Comissão Verificadora de Aproveitamento de Estudos do Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas do Campus Boituva?,"Analisar o currículo e os componentes curriculares cursados com aprovação pelos alunos do Curso Superior de Tecnologia em Análise realizados em mesmo nível de ensino em outras instituições ou outros cursos do IFSP, desde que dentro do percentual máximo para esse fim, e informar o resultado da análise à Coordenação do Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas ou ao Colegiado de Curso.","Art 3. Definir; como atribuicao da Comissao: I - Analisar 0 curriculo e OS componentes curriculares cursados com aprovacao pelos alunos do Curso Superior de Tecnologiaem Analiserealizados em mesmo nivel de ensino outras instituicoes Ou outros cursos do IFSP, desdeque Desenvolvimento de Sistemas em dentro do percentual maximo para esse fim e II Informar 0 resultado da analise a Coordenacao do Curso Superior de Tecnologia em Analise e Desenvolvimento de Sistemas Ou a0 Colegiado de Curso.","PORTARIA BTV.0020/2018, DE 21 DE MARCO DE 2018, Art. 3",boituva_portarias
Quem substituiu o Coordenador de Contabilidade e Finanças do Campus Boituva durante o período de 02/04/2018 a 26/04/2018?,"O servidor LUIS CARLOS MANFRINATI, ocupante do cargo de Técnico em Contabilidade.","RESOLVE: DESIGNAR servidor LUIS CARLOS MANFRINATI, ocupante do cargo de Tecnico em Contabilidade, pertencente ao Quadro Permanente deste IFSP, para substituir o Coordenador de Contabilidade Financas (FG-02) do Campus Boituva; no periodo de 02/04/2018 a 26/04/2018, por motivo de ferias","PORTARIA BTV.0016/2018, DE 09 DE MARCO DE 2018, Art. 1º",boituva_portarias
Quem é o responsável pela Portaria BTV.0030/2018?,"O Diretor-Geral do Câmpus Boituva do Instituto Federal de Educação, Ciência e Tecnologia de São Paulo","O DIRETOR-GERAL DO CÂMPUS BOITUVA, DO INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO, no uso de suas atribuições legais delegadas pela Portaria nº 3.903, de 04 de novembro de 2015...","PORTARIA BTV.0030/2018, DE 26 DE MARÇO DE 2018, Art. 1º",boituva_portarias
Quem é o servidor designado como professor orientador de Atividades Complementares do Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas do Campus Boituva?,ROBSON JOAO GREGORIO RODRIGUES,"RESOLVE: DESIGNAR, servidor ROBSON JOAO GREGORIO RODRIGUES, ocupante do cargo de Professor Ensino Basico, Tecnico Tecnologico, pertencente ao Quadro deste IFSP, como professor orientador de Atividades Complementares do Curso Superior de Tecnologia em Analise e Desenvolvimento de Sistemas do Campus Boituva, no ano de 2018, com incentivo de 01(uma) hora semanal.","PORTARIA BTV.0022/2018, DE 21 DE FEVEREIRO DE 2018, Art. 1º",boituva_portarias
